"country";"eventId";"reportId";"disease";"subType";"eventStartDate";"reason";"reportStatus";"submissionDate";"reportNumber"
"Moldova";"5470-s8n1u";"167127-zjqe4";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"2.1.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_4"
"Moldova";"5560-qrrd9";"167126-0xsw2";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"14.2.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_1"
"Moldova";"5568-0iih8";"167125-tj1sb";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"1.2.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_1"
"Moldova";"5529-rg6q5";"167124-l3st6";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"27.1.2024";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Slovakia";"5532-sgrd7";"166539-dvvdf";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"26.1.2024";"Recurrence of an eradicated strain";"Validated";"26.4.2024";"FUR_5"
"Belgium";"5486-ky03q";"167111-it2jh";"Infectious haematopoietic necrosis virus (Inf. with)";NaN;"4.10.2023";"Recurrence";"Validated";"25.4.2024";"FUR_1"
"Finland";"5119-iyk5f";"167106-1720i";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"30.6.2023";"Unusual host species";"Validated";"25.4.2024";"FUR_41"
"Bulgaria";"5617-afchi";"167074-lu9ps";"African swine fever virus (Inf. with)";NaN;"22.3.2024";"Recurrence of an eradicated disease";"Validated";"23.4.2024";"FUR_1"
"Germany";"5614-sn1wr";"167071-kxnmg";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"28.2.2024";"Recurrence of an eradicated disease";"Validated";"23.4.2024";"FUR_1"
"Germany";"5352-i4xun";"167070-gb07g";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"19.11.2023";"Recurrence of an eradicated disease";"Validated";"23.4.2024";"FUR_4"
"Germany";"5394-g2nty";"167069-xhsqx";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"5.12.2023";"Recurrence of an eradicated disease";"Validated";"23.4.2024";"FUR_2"
"Germany";"5444-o1162";"167068-zeu00";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"30.12.2023";"Recurrence of an eradicated disease";"Validated";"23.4.2024";"FUR_5"
"Germany";"5586-ag350";"167067-2jy8w";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"16.2.2024";"Recurrence of an eradicated strain";"Validated";"23.4.2024";"FUR_1"
"Sweden";"5605-08ypc";"167044-k1lif";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"14.3.2024";"Recurrence of an eradicated disease";"Validated";"22.4.2024";"FUR_6"
"Germany";"5353-ovia3";"167018-3t6y5";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"9.11.2023";"Recurrence of an eradicated strain";"Validated";"19.4.2024";"FUR_4"
"Italy";"4640-9lvqw";"166977-i8sye";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.9.2022";"Recurrence of an eradicated disease";"Validated";"17.4.2024";"FUR_75"
"Romania";"4882-allxe";"166956-ogbrj";"Viral haemorrhagic septicaemia virus (Inf. with)";NaN;"25.1.2023";"Recurrence";"Validated";"16.4.2024";"FUR_4"
"Latvia";"5477-eh0yz";"166948-imzzh";"African swine fever virus (Inf. with)";NaN;"3.1.2024";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_14"
"Germany";"5418-0rq25";"166943-o18lp";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"19.12.2023";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_3"
"Germany";"5398-cbjhe";"166941-6ldp6";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"11.12.2023";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_4"
"Germany";"5364-oqbxi";"166940-je93k";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"27.11.2023";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_13"
"Germany";"5533-fg1jy";"166939-3sbo0";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"31.1.2024";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_2"
"Germany";"5374-ib85r";"166938-4fzna";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"29.11.2023";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_3"
"Germany";"5484-ohwlv";"166937-zdqdl";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"6.1.2024";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_2"
"Bosnia and Herzegovina";"5547-x8seu";"166926-n6797";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"6.2.2024";"Recurrence of an eradicated disease";"Validated";"15.4.2024";"FUR_2"
"Ukraine";"5587-zrabh";"166906-69vru";"African swine fever virus (Inf. with)";NaN;"1.3.2024";"Recurrence of an eradicated disease";"Validated";"12.4.2024";"FUR_1"
"Ukraine";"5557-pbyig";"166904-oavh4";"African swine fever virus (Inf. with)";NaN;"15.2.2024";"Recurrence of an eradicated disease";"Validated";"12.4.2024";"FUR_1"
"Ukraine";"5521-rmimd";"166903-r212m";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"24.1.2024";"Recurrence of an eradicated disease";"Validated";"12.4.2024";"FUR_3"
"Germany";"4279-mgcha";"166897-13bix";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"24.1.2022";"New strain in a zone or a compartment";"Validated";"11.4.2024";"FUR_12"
"North Macedonia";"5634-phv7s";"166826-iy1ax";"Crimean Congo haemorrhagic fever (2006-)";NaN;"10.8.2023";"First occurrence in a zone or a compartment";"Validated";"9.4.2024";"IN"
"Sweden";"5589-6yxz1";"166856-hwphk";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"5.2.2024";"Recurrence of an eradicated strain";"Validated";"9.4.2024";"FUR_6"
"Sweden";"5498-37s1x";"166852-1qfyt";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"24.12.2023";"Recurrence of an eradicated disease";"Validated";"8.4.2024";"FUR_16"
"United Kingdom";"5639-e1adb";"166849-ratz2";"Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)";"HPR0";"26.3.2024";"Recurrence";"Validated";"8.4.2024";"IN"
"Poland";"5385-vxyyl";"166583-14kuc";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"6.12.2023";"Recurrence of an eradicated disease";"Validated";"8.4.2024";"FUR_10"
"Poland";"5551-rzh6l";"166830-iavkq";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"11.2.2024";"Recurrence of an eradicated disease";"Validated";"8.4.2024";"FUR_2"
"Poland";"5423-ga00o";"166647-twnmf";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"20.12.2023";"Recurrence of an eradicated disease";"Validated";"8.4.2024";"FUR_9"
"Poland";"5414-68swu";"166648-spi5w";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"18.12.2023";"Recurrence of an eradicated disease";"Validated";"8.4.2024";"FUR_9"
"Netherlands";"4051-3v9el";"166818-y78pc";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"25.10.2021";"Recurrence of an eradicated disease";"Validated";"5.4.2024";"FUR_40"
"Russia";"5168-42l7t";"166799-my9fc";"African swine fever virus (Inf. with)";NaN;"30.7.2023";"Recurrence of an eradicated disease";"Validated";"5.4.2024";"FUR_5"
"Denmark";"5515-159pw";"166791-pugq8";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"23.1.2024";"Recurrence of an eradicated strain";"Validated";"4.4.2024";"FUR_5"
"Slovenia";"5624-gr2mb";"166775-qe16q";"SARS-CoV-2 in animals (Inf. with)";NaN;"25.1.2024";"Emerging disease";"Validated";"4.4.2024";"IN"
"United Kingdom";"5555-n8esl";"166713-kwvov";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"12.2.2024";"Recurrence of an eradicated disease";"Validated";"28.3.2024";"FUR_6"
"Ukraine";"5424-qqhn3";"166712-7ml2b";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.12.2023";"Recurrence of an eradicated disease";"Validated";"28.3.2024";"FUR_3"
"Moldova";"5594-t8m81";"166690-azipz";"African swine fever virus (Inf. with)";NaN;"7.3.2024";"Recurrence of an eradicated disease";"Validated";"27.3.2024";"FUR_1"
"Moldova";"5602-2n025";"166689-h0j4e";"African swine fever virus (Inf. with)";NaN;"7.3.2024";"Recurrence of an eradicated disease";"Validated";"27.3.2024";"FUR_1"
"Italy";"5519-v47nf";"166686-4925g";"Bluetongue virus (Inf. with)";"8";"14.11.2023";"First occurrence in a zone or a compartment";"Validated";"27.3.2024";"FUR_8"
"Italy";"5563-d4fq3";"166682-we1jq";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"19.2.2024";"Recurrence of an eradicated disease";"Validated";"27.3.2024";"FUR_5"
"Moldova";"5542-naual";"166679-8w9lc";"African swine fever virus (Inf. with)";NaN;"5.2.2024";"Recurrence of an eradicated disease";"Validated";"26.3.2024";"FUR_1"
"Ukraine";"5541-dqciq";"166671-tb30g";"African swine fever virus (Inf. with)";NaN;"7.2.2024";"Recurrence of an eradicated disease";"Validated";"26.3.2024";"FUR_1"
"Ukraine";"5493-6ag29";"166467-m45k1";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"12.1.2024";"First occurrence in a zone or a compartment";"Validated";"13.3.2024";"FUR_1"
"Lithuania";"5550-rv69g";"166450-2gt9q";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"30.1.2024";"Recurrence of an eradicated disease";"Validated";"12.3.2024";"FUR_1"
"Ireland";"5595-vruoj";"166421-c30o9";"Leishmania spp. (Inf. with) (Leishmaniosis)";NaN;"18.11.2023";"First occurrence in a zone or a compartment";"Validated";"11.3.2024";"IN"
"Russia";"5343-u5jay";"166346-a9umg";"African swine fever virus (Inf. with)";NaN;"12.11.2023";"Recurrence of an eradicated disease";"Validated";"7.3.2024";"FUR_1"
"Italy";"5344-b51q8";"166178-45p8m";"Aphanomyces astaci (Inf. with)(Crayfish plague)";NaN;"11.10.2023";"Recurrence";"Validated";"6.3.2024";"FUR_15"
"Sweden";"5510-5w3h3";"166309-qotwh";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"21.12.2023";"Recurrence of an eradicated disease";"Validated";"6.3.2024";"FUR_6"
"Latvia";"7187-kfluc";"183317-0s3uh";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N2";"9.11.2025";"New strain in the country";"Validated";"20.5.2026";"FUR_14"
"Latvia";"6825-otnf3";"183316-b9sm7";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.9.2025";"Recurrence of an eradicated strain";"Validated";"20.5.2026";"FUR_28"
"Latvia";"7176-6eub9";"183224-4jj4e";"African swine fever virus (Inf. with)";NaN;"27.12.2025";"Recurrence of an eradicated disease";"Validated";"20.5.2026";"FUR_15"
"Moldova";"7361-4i8r6";"183315-dmukp";"Rabies virus (Inf. with)";"RABV";"10.3.2026";"Recurrence of an eradicated disease";"Validated";"20.5.2026";"FUR_15"
"Ukraine";"7565-z0hap";"183308-3d3gf";"African swine fever virus (Inf. with)";NaN;"19.5.2026";"Recurrence of an eradicated disease";"Validated";"19.5.2026";"IN"
"Croatia";"7118-mzbll";"183307-yyfl5";"Peste des petits ruminants virus (Inf. with)";NaN;"6.12.2025";"First occurrence in the country";"Validated";"19.5.2026";"FUR_21"
"Croatia";"6381-wcyjo";"183203-3yu7m";"African swine fever virus (Inf. with)";NaN;"27.3.2025";"Recurrence of an eradicated disease";"Validated";"19.5.2026";"FUR_46"
"Denmark";"6858-he14p";"183010-j1sb6";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"6.10.2025";"Recurrence of an eradicated disease";"Validated";"19.5.2026";"FUR_36"
"Norway";"6308-yc8ki";"183304-2ka2w";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"3.3.2025";"Recurrence of an eradicated strain";"Validated";"19.5.2026";"FUR_94"
"Hungary";"6616-ufntq";"183301-amjhv";"African swine fever virus (Inf. with)";NaN;"26.6.2025";"First occurrence in a zone or a compartment";"Validated";"19.5.2026";"FUR_49"
"Lithuania";"6885-46x0g";"183127-0tjvv";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"12.10.2025";"Recurrence of an eradicated disease";"Validated";"19.5.2026";"FUR_6"
"Poland";"7066-my686";"183297-q8x26";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"23.11.2025";"Recurrence of an eradicated disease";"Validated";"19.5.2026";"FUR_23"
"Poland";"6990-o2evp";"183294-rc6tp";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"31.10.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_29"
"Croatia";"6884-78vou";"183292-7zehs";"Bluetongue virus (Inf. with)";"3";"18.9.2025";"New strain in the country";"Validated";"18.5.2026";"FUR_9"
"Croatia";"7335-zb8q6";"183291-0w50c";"Anthrax";NaN;"25.2.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_2"
"Poland";"6972-c5o9b";"183285-s03un";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"2.11.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_29"
"Poland";"7258-3w54i";"183284-rc8f2";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"8.2.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_12"
"Poland";"7243-qstau";"183283-ck1gg";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"27.1.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_14"
"Poland";"7138-a5aym";"183282-0tw14";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"17.12.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_20"
"Poland";"7037-jbtbu";"183280-fgtut";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"19.11.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_21"
"Poland";"7254-h0qzs";"183279-4qvat";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"5.2.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_12"
"Poland";"7137-312gc";"183278-p0iz9";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"17.12.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_20"
"Poland";"7012-3tgsm";"183277-xp4qa";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"12.11.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_29"
"Poland";"7227-x5cgs";"183275-ooo4e";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"23.1.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_13"
"Poland";"6989-78wik";"183274-m5c4d";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"24.10.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_41"
"Poland";"7080-wac1h";"183273-87j8x";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.11.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_31"
"Poland";"7096-4m5b3";"183272-btt2e";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"1.12.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_18"
"Poland";"7127-cl8en";"183271-ni5ww";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"15.12.2025";"Recurrence of an eradicated strain";"Validated";"18.5.2026";"FUR_21"
"Poland";"7215-q301v";"183270-8rg5y";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"16.1.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_13"
"Poland";"7224-9mayf";"183269-ty38f";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"21.1.2026";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_12"
"Poland";"6963-ojwsu";"183267-qp3hc";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.10.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_25"
"Poland";"7032-cytiw";"183266-s09og";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"29.10.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_29"
"Poland";"6971-66o4d";"183265-2cv3i";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"29.10.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_39"
"Poland";"6815-86t14";"183264-piqpq";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"16.9.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_37"
"Poland";"6922-ikgi8";"183169-3ryn1";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"14.10.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_26"
"Poland";"7038-f38d5";"183263-popt9";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"18.11.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_20"
"Sweden";"7452-lg6qz";"183257-t2ks1";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"3.3.2026";"Recurrence of an eradicated strain";"Validated";"18.5.2026";"FUR_3"
"Poland";"6934-smhht";"183231-479e8";"Newcastle disease virus (Inf. with)";NaN;"21.10.2025";"First occurrence in a zone or a compartment";"Validated";"18.5.2026";"FUR_28"
"Sweden";"6986-5m9ui";"183256-3l69d";"Bonamia ostreae (Inf. with)";NaN;"9.10.2025";"First occurrence in the country";"Validated";"18.5.2026";"FUR_11"
"Poland";"7404-6sosq";"183233-foo0z";"Newcastle disease virus (Inf. with)";NaN;"26.3.2026";"First occurrence in a zone or a compartment";"Validated";"18.5.2026";"FUR_7"
"Poland";"6527-zm31h";"183230-x32zr";"Newcastle disease virus (Inf. with)";NaN;"27.5.2025";"Recurrence of an eradicated disease";"Validated";"18.5.2026";"FUR_43"
